,query,query_id,query_type,document,passage_sign_de,passage_sign_ce,input_id
92,are patent infringement costs deductible,24141,DESCRIPTION,"if your facing north, the compass needle will point to the N on you compass, along with south (S), west (W) and east (E). also, northeast(NE), southeast(SE), northwest (NW), s … outhwest(SW).   Answer A compass points to the location called Magnetic North.1 person found this useful.1  A Review of the 2013 Jeep Launched in 2001, the Jeep Compass is a five-passenger, four-door crossover SUV. Answer A compass points to the location called Magnetic North. 1 person found this useful. 1  A Review of the 2013 Jeep Launched in 2001, the Jeep Compass is a five-passenger, four-door crossover SUV.",0,,4
93,are patent infringement costs deductible,24141,DESCRIPTION,"To ensure a smooth boarding experience, it's important to make sure that these items will fit into the overhead bin or under the seat in front of you. The maximum dimensions for a carry-on bag are 9 inches x 14 inches x 22 inches (22 cm x 35 cm x 56 cm), including handles and wheels.",0,,4
94,are patent infringement costs deductible,24141,DESCRIPTION,"The United States seized Guantanamo Bay and established a naval base there in 1898 during the Spanish-American War. Five years later, the U.S. and Cuba signed a lease giving Guantanamo Bay to the U.S. as a coaling and Naval station..",0,,4
95,are patent infringement costs deductible,24141,DESCRIPTION,"Glycine is a neurotransmitter only in vertebrate animals. The glycine receptor is primarily found in the ventral spinal cord. Strychnine is a glycine antagonist which can bind to the glycine receptor without opening the chloride ion-channel (ie, it inhibits inhibition).",0,,4
96,are patent infringement costs deductible,24141,DESCRIPTION,"I heard they live about 15-20 years.I think a yorkie would be a good match for your terrier mix. And a dog is only as timid as you make them...if you expose them to a lot of different people or other dogs, and encourage them to be friendly, they will be. Mine are very outgoing and love everybody.",0,,4
97,are patent infringement costs deductible,24141,DESCRIPTION,"How Our Internet Marketing Program for Contractors Works. 1We build you a new website, and use our expertise to promote it, free of charge. 2Your phone rings and your email inbox is full of exclusive, qualified leads. 3You only pay for the new leads we generate through the Internet Marketing Program. So far since Contractor Nation has implemented our new site, we have noticed a HUGE increase in the amount of traffic to our site, which in return has given us a huge increase in the amount of website leads.",0,,4
98,are patent infringement costs deductible,24141,DESCRIPTION,A business's expenses for the materials and labor it uses in production. Prime cost is a way of measuring the total cost of the production inputs needed to create a given output.,0,,4
99,are patent infringement costs deductible,24141,DESCRIPTION,"MDS 3.0 and its temporary RUG-IV classification system companion will have a major effect on reimbursement under Medicare Part A therapy. The system introduces modifications to skilled therapy definitions, coding and RUG (Resource Utilization Group) assignments.",0,,4
100,are rabbits rodents wikipedia,24566,DESCRIPTION,"Rabbits aren't rodents (like rats or mice) - they are lagomorphs. While lagomorphs and rodents are certainly related, you might also say that rabbits are related to horses as well. Rabbits and horses share similarities in their diet and in their method of digesting food.abbits aren't rodents (like rats or mice) - they are lagomorphs. While lagomorphs and rodents are certainly related, you might also say that rabbits are related to horses as well. Rabbits and horses share similarities in their diet and in their method of digesting food.",1,0.0,5
101,are rabbits rodents wikipedia,24566,DESCRIPTION,"Well-known rodents include mice, rats, squirrels, prairie dogs, porcupines, beavers, guinea pigs, hamsters, and capybaras. Other animals such as rabbits, hares and pikas were once included with them, but are now considered to be in a separate order, Lagomorpha.he Modern Latin word Rodentia is derived from rodens, present participle of rodere – to gnaw, eat away. The hares, rabbits and pikas (order Lagomorpha) have continuously growing incisors, as do rodents, and were at one time included in the order.",1,1.0,5
102,are rabbits rodents wikipedia,24566,DESCRIPTION,"Many people class rabbits as being in the same ‘order’ or ‘family’ as guinea pigs, mice and voles, thus calling them rodents, but is this true? The answer is no; Rabbits are not rodents (of the order rodentia), as they make up the mammal order ‘Lagomorpha’ along with pikas and hares.Within the order Lagomorpha, rabbits belong to their own family ‘Leporidae’ along with hares.The other family in the Lagomorpha oder is the ‘Ochotonidae’ family which consists of the Pikas. Together the Leporids (rabbits and hares) and the Ochotonidae family (Pikas) make up the order ’Lagomorpha’).any people class rabbits as being in the same ‘order’ or ‘family’ as guinea pigs, mice and voles, thus calling them rodents, but is this true? The answer is no; Rabbits are not rodents (of the order rodentia), as they make up the mammal order ‘Lagomorpha’ along with pikas and hares.",1,0.0,5
103,are rabbits rodents wikipedia,24566,DESCRIPTION,"No, a rabbit is not a rodent (i.e. Rodentia order). Rabbits are lagomorphs (i.e. Lagomorpha order, along with hares and pikas). More specifically, they're leporids (i.e. Lepor … idae family).Rabbits are similar to rodents in that their teeth continue to grow throughout their lives; thus, rabbits, like pet rodents, need things to gnaw on to wear their teeth down.abbits are unlike rodents in these ways: - They have four incisor teeth in the upper jaw instead of two-They're herbivores instead of omnivores-The male genitalia has slight differences as well Other Answers Nope, rabbits are Lagomorphs like hares.",1,0.0,5
104,are rabbits rodents wikipedia,24566,DESCRIPTION,"Rodents (from Latin rodere, to gnaw) are mammals of the order Rodentia, which are characterized by a single pair of unremittingly growing incisors in each of the upper and lower jaws.About forty percent of all mammal species are rodents; they are found in vast numbers on all continents except Antarctica.he Modern Latin word Rodentia is derived from rodens, present participle of rodere – to gnaw, eat away. The hares, rabbits and pikas (order Lagomorpha) have continuously growing incisors, as do rodents, and were at one time included in the order.",1,0.0,5
105,are rabbits rodents wikipedia,24566,DESCRIPTION,"The order lagomorpha has two families: Leporidae (rabbits and hares), and Ochotonidae (pikas). Rabbits and hares used to belong to the order Rodentia, but, because they have four incisor teeth (instead of two) and are strictly herbivorous (rodents will sometimes eat meat), they are lagomorphs.abbits have two sets of incisor teeth, one behind the other. This way they can be distinguished from rodents, with which they are often mistaken. Rabbits and hares were formerly classified in the order Rodentia (rodent) until 1912, when they were moved into a new order Lagomorpha. This order also includes pikas.",1,0.0,5
